emoji,emoji_name,emoji_status,source,load_datetime
🧑🏻‍❤‍🧑🏿,:couple_with_heart_person_person_light_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏻‍❤️‍🧑🏾,:couple_with_heart_person_person_light_skin_tone_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏻‍❤‍🧑🏾,:couple_with_heart_person_person_light_skin_tone_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏻‍❤️‍🧑🏼,:couple_with_heart_person_person_light_skin_tone_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏻‍❤‍🧑🏼,:couple_with_heart_person_person_light_skin_tone_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏻‍❤️‍🧑🏽,:couple_with_heart_person_person_light_skin_tone_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏻‍❤‍🧑🏽,:couple_with_heart_person_person_light_skin_tone_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏾‍❤️‍🧑🏿,:couple_with_heart_person_person_medium-dark_skin_tone_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏾‍❤‍🧑🏿,:couple_with_heart_person_person_medium-dark_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏾‍❤️‍🧑🏻,:couple_with_heart_person_person_medium-dark_skin_tone_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏾‍❤‍🧑🏻,:couple_with_heart_person_person_medium-dark_skin_tone_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏾‍❤️‍🧑🏼,:couple_with_heart_person_person_medium-dark_skin_tone_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏾‍❤‍🧑🏼,:couple_with_heart_person_person_medium-dark_skin_tone_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏾‍❤️‍🧑🏽,:couple_with_heart_person_person_medium-dark_skin_tone_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏾‍❤‍🧑🏽,:couple_with_heart_person_person_medium-dark_skin_tone_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏼‍❤️‍🧑🏿,:couple_with_heart_person_person_medium-light_skin_tone_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏼‍❤‍🧑🏿,:couple_with_heart_person_person_medium-light_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏼‍❤️‍🧑🏻,:couple_with_heart_person_person_medium-light_skin_tone_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏼‍❤‍🧑🏻,:couple_with_heart_person_person_medium-light_skin_tone_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏼‍❤️‍🧑🏾,:couple_with_heart_person_person_medium-light_skin_tone_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏼‍❤‍🧑🏾,:couple_with_heart_person_person_medium-light_skin_tone_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏼‍❤️‍🧑🏽,:couple_with_heart_person_person_medium-light_skin_tone_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏼‍❤‍🧑🏽,:couple_with_heart_person_person_medium-light_skin_tone_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏽‍❤️‍🧑🏿,:couple_with_heart_person_person_medium_skin_tone_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏽‍❤‍🧑🏿,:couple_with_heart_person_person_medium_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏽‍❤️‍🧑🏻,:couple_with_heart_person_person_medium_skin_tone_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏽‍❤‍🧑🏻,:couple_with_heart_person_person_medium_skin_tone_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏽‍❤️‍🧑🏾,:couple_with_heart_person_person_medium_skin_tone_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏽‍❤‍🧑🏾,:couple_with_heart_person_person_medium_skin_tone_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏽‍❤️‍🧑🏼,:couple_with_heart_person_person_medium_skin_tone_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧑🏽‍❤‍🧑🏼,:couple_with_heart_person_person_medium_skin_tone_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩‍❤️‍👨,:couple_with_heart_woman_man:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩‍❤‍👨,:couple_with_heart_woman_man:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤️‍👨🏿,:couple_with_heart_woman_man_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤‍👨🏿,:couple_with_heart_woman_man_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤️‍👨🏻,:couple_with_heart_woman_man_dark_skin_tone_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤‍👨🏻,:couple_with_heart_woman_man_dark_skin_tone_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤️‍👨🏾,:couple_with_heart_woman_man_dark_skin_tone_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤‍👨🏾,:couple_with_heart_woman_man_dark_skin_tone_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤️‍👨🏼,:couple_with_heart_woman_man_dark_skin_tone_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤‍👨🏼,:couple_with_heart_woman_man_dark_skin_tone_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤️‍👨🏽,:couple_with_heart_woman_man_dark_skin_tone_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤‍👨🏽,:couple_with_heart_woman_man_dark_skin_tone_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤️‍👨🏻,:couple_with_heart_woman_man_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤‍👨🏻,:couple_with_heart_woman_man_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤️‍👨🏿,:couple_with_heart_woman_man_light_skin_tone_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤‍👨🏿,:couple_with_heart_woman_man_light_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤️‍👨🏾,:couple_with_heart_woman_man_light_skin_tone_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤‍👨🏾,:couple_with_heart_woman_man_light_skin_tone_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤️‍👨🏼,:couple_with_heart_woman_man_light_skin_tone_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤‍👨🏼,:couple_with_heart_woman_man_light_skin_tone_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤️‍👨🏽,:couple_with_heart_woman_man_light_skin_tone_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤‍👨🏽,:couple_with_heart_woman_man_light_skin_tone_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤️‍👨🏾,:couple_with_heart_woman_man_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤‍👨🏾,:couple_with_heart_woman_man_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤️‍👨🏿,:couple_with_heart_woman_man_medium-dark_skin_tone_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤‍👨🏿,:couple_with_heart_woman_man_medium-dark_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤️‍👨🏻,:couple_with_heart_woman_man_medium-dark_skin_tone_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤‍👨🏻,:couple_with_heart_woman_man_medium-dark_skin_tone_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤️‍👨🏼,:couple_with_heart_woman_man_medium-dark_skin_tone_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤‍👨🏼,:couple_with_heart_woman_man_medium-dark_skin_tone_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤️‍👨🏽,:couple_with_heart_woman_man_medium-dark_skin_tone_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤‍👨🏽,:couple_with_heart_woman_man_medium-dark_skin_tone_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤️‍👨🏼,:couple_with_heart_woman_man_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤‍👨🏼,:couple_with_heart_woman_man_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤️‍👨🏿,:couple_with_heart_woman_man_medium-light_skin_tone_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤‍👨🏿,:couple_with_heart_woman_man_medium-light_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤️‍👨🏻,:couple_with_heart_woman_man_medium-light_skin_tone_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤‍👨🏻,:couple_with_heart_woman_man_medium-light_skin_tone_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤️‍👨🏾,:couple_with_heart_woman_man_medium-light_skin_tone_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤‍👨🏾,:couple_with_heart_woman_man_medium-light_skin_tone_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤️‍👨🏽,:couple_with_heart_woman_man_medium-light_skin_tone_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤‍👨🏽,:couple_with_heart_woman_man_medium-light_skin_tone_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤️‍👨🏽,:couple_with_heart_woman_man_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤‍👨🏽,:couple_with_heart_woman_man_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤️‍👨🏿,:couple_with_heart_woman_man_medium_skin_tone_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤‍👨🏿,:couple_with_heart_woman_man_medium_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤️‍👨🏻,:couple_with_heart_woman_man_medium_skin_tone_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤‍👨🏻,:couple_with_heart_woman_man_medium_skin_tone_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤️‍👨🏾,:couple_with_heart_woman_man_medium_skin_tone_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤‍👨🏾,:couple_with_heart_woman_man_medium_skin_tone_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤️‍👨🏼,:couple_with_heart_woman_man_medium_skin_tone_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤‍👨🏼,:couple_with_heart_woman_man_medium_skin_tone_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩‍❤️‍👩,:couple_with_heart_woman_woman:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩‍❤‍👩,:couple_with_heart_woman_woman:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤️‍👩🏿,:couple_with_heart_woman_woman_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤‍👩🏿,:couple_with_heart_woman_woman_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤️‍👩🏻,:couple_with_heart_woman_woman_dark_skin_tone_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤‍👩🏻,:couple_with_heart_woman_woman_dark_skin_tone_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤️‍👩🏾,:couple_with_heart_woman_woman_dark_skin_tone_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤‍👩🏾,:couple_with_heart_woman_woman_dark_skin_tone_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤️‍👩🏼,:couple_with_heart_woman_woman_dark_skin_tone_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤‍👩🏼,:couple_with_heart_woman_woman_dark_skin_tone_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤️‍👩🏽,:couple_with_heart_woman_woman_dark_skin_tone_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏿‍❤‍👩🏽,:couple_with_heart_woman_woman_dark_skin_tone_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤️‍👩🏻,:couple_with_heart_woman_woman_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤‍👩🏻,:couple_with_heart_woman_woman_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤️‍👩🏿,:couple_with_heart_woman_woman_light_skin_tone_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤‍👩🏿,:couple_with_heart_woman_woman_light_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤️‍👩🏾,:couple_with_heart_woman_woman_light_skin_tone_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤‍👩🏾,:couple_with_heart_woman_woman_light_skin_tone_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤️‍👩🏼,:couple_with_heart_woman_woman_light_skin_tone_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤‍👩🏼,:couple_with_heart_woman_woman_light_skin_tone_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤️‍👩🏽,:couple_with_heart_woman_woman_light_skin_tone_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏻‍❤‍👩🏽,:couple_with_heart_woman_woman_light_skin_tone_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤️‍👩🏾,:couple_with_heart_woman_woman_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤‍👩🏾,:couple_with_heart_woman_woman_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤️‍👩🏿,:couple_with_heart_woman_woman_medium-dark_skin_tone_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤‍👩🏿,:couple_with_heart_woman_woman_medium-dark_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤️‍👩🏻,:couple_with_heart_woman_woman_medium-dark_skin_tone_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤‍👩🏻,:couple_with_heart_woman_woman_medium-dark_skin_tone_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤️‍👩🏼,:couple_with_heart_woman_woman_medium-dark_skin_tone_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤‍👩🏼,:couple_with_heart_woman_woman_medium-dark_skin_tone_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤️‍👩🏽,:couple_with_heart_woman_woman_medium-dark_skin_tone_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏾‍❤‍👩🏽,:couple_with_heart_woman_woman_medium-dark_skin_tone_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤️‍👩🏼,:couple_with_heart_woman_woman_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤‍👩🏼,:couple_with_heart_woman_woman_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤️‍👩🏿,:couple_with_heart_woman_woman_medium-light_skin_tone_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤‍👩🏿,:couple_with_heart_woman_woman_medium-light_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤️‍👩🏻,:couple_with_heart_woman_woman_medium-light_skin_tone_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤‍👩🏻,:couple_with_heart_woman_woman_medium-light_skin_tone_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤️‍👩🏾,:couple_with_heart_woman_woman_medium-light_skin_tone_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤‍👩🏾,:couple_with_heart_woman_woman_medium-light_skin_tone_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤️‍👩🏽,:couple_with_heart_woman_woman_medium-light_skin_tone_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏼‍❤‍👩🏽,:couple_with_heart_woman_woman_medium-light_skin_tone_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤️‍👩🏽,:couple_with_heart_woman_woman_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤‍👩🏽,:couple_with_heart_woman_woman_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤️‍👩🏿,:couple_with_heart_woman_woman_medium_skin_tone_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤‍👩🏿,:couple_with_heart_woman_woman_medium_skin_tone_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤️‍👩🏻,:couple_with_heart_woman_woman_medium_skin_tone_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤‍👩🏻,:couple_with_heart_woman_woman_medium_skin_tone_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤️‍👩🏾,:couple_with_heart_woman_woman_medium_skin_tone_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤‍👩🏾,:couple_with_heart_woman_woman_medium_skin_tone_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤️‍👩🏼,:couple_with_heart_woman_woman_medium_skin_tone_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
👩🏽‍❤‍👩🏼,:couple_with_heart_woman_woman_medium_skin_tone_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🐄,:cow:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🐮,:cow_face:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤠,:cowboy_hat_face:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🦀,:crab:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🖍️,:crayon:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🖍,:crayon:,unqualified,2,2023-06-08 12:04:07.045541+00:00
💳,:credit_card:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🌙,:crescent_moon:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🦗,:cricket:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏏,:cricket_game:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🐊,:crocodile:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🥐,:croissant:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
❌,:cross_mark:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
❎,:cross_mark_button:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤞,:crossed_fingers:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤞🏿,:crossed_fingers_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤞🏻,:crossed_fingers_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤞🏾,:crossed_fingers_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤞🏼,:crossed_fingers_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🤞🏽,:crossed_fingers_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🎌,:crossed_flags:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
⚔️,:crossed_swords:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
⚔,:crossed_swords:,unqualified,2,2023-06-08 12:04:07.045541+00:00
👑,:crown:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🩼,:crutch:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
😿,:crying_cat:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
😢,:crying_face:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🔮,:crystal_ball:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🥒,:cucumber:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🥤,:cup_with_straw:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧁,:cupcake:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🥌,:curling_stone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🦱,:curly_hair:,component,2,2023-06-08 12:04:07.045541+00:00
➰,:curly_loop:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
💱,:currency_exchange:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🍛,:curry_rice:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🍮,:custard:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🛃,:customs:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🥩,:cut_of_meat:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🌀,:cyclone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🗡️,:dagger:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🗡,:dagger:,unqualified,2,2023-06-08 12:04:07.045541+00:00
🍡,:dango:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🏿,:dark_skin_tone:,component,2,2023-06-08 12:04:07.045541+00:00
💨,:dashing_away:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏‍♂️,:deaf_man:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏‍♂,:deaf_man:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏿‍♂️,:deaf_man_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏿‍♂,:deaf_man_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏻‍♂️,:deaf_man_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏻‍♂,:deaf_man_light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏾‍♂️,:deaf_man_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏾‍♂,:deaf_man_medium-dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏼‍♂️,:deaf_man_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏼‍♂,:deaf_man_medium-light_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏽‍♂️,:deaf_man_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏽‍♂,:deaf_man_medium_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏,:deaf_person:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏿,:deaf_person_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏻,:deaf_person_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏾,:deaf_person_medium-dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏼,:deaf_person_medium-light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏽,:deaf_person_medium_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏‍♀️,:deaf_woman:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏‍♀,:deaf_woman:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏿‍♀️,:deaf_woman_dark_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏿‍♀,:deaf_woman_dark_skin_tone:,minimally_qualified,2,2023-06-08 12:04:07.045541+00:00
🧏🏻‍♀️,:deaf_woman_light_skin_tone:,fully_qualified,2,2023-06-08 12:04:07.045541+00:00
